부모Claim번호,자식순번,자식Claim번호,실행자식Claim번호,재시도결과,12칸공식조회가능,공식결과생성,개념확정,후보수,근거좌표수,공식출처수,판정,판정경로,판정사유,최종상태,최종사유,진단번호
A01410_2,1,claim_e9cc4c0de10264a9,claim_09245ab2b0d9a7de,N,True,Y,MATCHED,1,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A01455_3,1,claim_4291d1730dda01c1,claim_c9ea8fa80e006171,N,True,Y,MATCHED,3,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A01528_6,1,claim_70931b90f2bda6d9,claim_d494d932277e2fdd,N,True,Y,MATCHED,30,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A01578_9,1,claim_08456a7c943ec326,A01578_9,Y,,N,,0,0,0,,,,HOLD,KOSIS_CATALOG_UNAVAILABLE,d318661c493b
A01737_8,1,claim_00c144bd33e7cd64,claim_e7b9cdf3450fe119,N,True,Y,MATCHED,42,1,1,MATCH,AUTO,WITHIN_TOLERANCE,AUTO,WITHIN_TOLERANCE,
A01903_6,1,claim_98c3281f01004e9b,claim_27a87ed1e06cdf7b,N,True,N,,0,0,0,,,,HUMAN_REVIEW,중심 수치가 70~80만원의 범위로 제시되어 단일 value 슬롯으로 정확히 표현할 수 없음,
A01903_6,2,claim_b6c72f6e012abc65,claim_8addbd2b685e96f1,N,True,N,,0,0,0,,,,HUMAN_REVIEW,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,
A02096_4,1,claim_943744404abe7136,claim_cb1a71ad45839bbe,N,True,N,,0,0,0,,,,HUMAN_REVIEW,"문장에 전체 취업자 증가(20만명 이상, 26만명 초과)와 산업별 증가 수치가 함께 제시되어 중심 수치와 대상이 불명확하며, +23만3000명은 증가율이 아닌 증감 인원이다.",
A02096_4,2,claim_fa19ceab8ee55f8f,claim_d581ce107aa6745d,N,False,N,,0,0,0,,,,HUMAN_REVIEW,"문장에 여러 산업별 증감 수치와 전체 취업자 증가 수치가 함께 제시되어 있으며, 중심 수치(+7만2000명)는 금융·보험업 취업자 증가를 의미하지만 목표 시점이 직접 명시되지 않아 단일 수치 주장으로 확정하기 어렵습니다.",
A02096_4,3,claim_f0965ec621cb18bf,claim_9c05fc19a7a51fa1,N,True,Y,MATCHED,1,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A02202_2,1,claim_333ff0cee64de91c,claim_5d081357e9bb2bba,N,False,N,,0,0,0,,,,HUMAN_REVIEW,MISSING_REQUIRED_SLOTS:value,
A02408_12,1,claim_aded0b5b4546dad5,claim_a02361de57627edd,N,False,N,,0,0,0,,,,HUMAN_REVIEW,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,
A02558_14,1,claim_e348805be97e11ca,claim_7cd461379c901a51,N,True,Y,MATCHED,1,1,1,MISMATCH,AUTO,OUTSIDE_TOLERANCE,AUTO,OUTSIDE_TOLERANCE,
A02633_1,1,claim_7b55f3e73ce1d42b,claim_76b44716e27528a7,N,True,Y,MATCHED,1,1,1,UNDETERMINED,HOLD,AS_OF_UNAVAILABLE,HOLD,AS_OF_UNAVAILABLE,
A02633_1,2,claim_3d0d7ba0d342cda2,claim_e59e40ce1c6d47c5,N,True,Y,MATCHED,58,0,0,UNDETERMINED,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,
A00298_5,1,claim_fb9e92ff9d4f13b1,claim_bce0dc835b28a5c4,N,True,Y,MATCHED,20,0,0,UNDETERMINED,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,
A00298_5,2,claim_cd75986443ad870d,claim_ea09d2a2a179b29f,N,True,Y,MATCHED,25,0,0,UNDETERMINED,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,
A00353_3,1,claim_b256cf2d4da2d9f2,claim_d8aab055599de580,N,True,Y,MATCHED,20,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A00922_28,1,claim_f689f1f34198c03e,claim_dc344519cf343d6e,N,True,Y,MATCHED,4,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A00922_28,2,claim_96614fe09c5bf982,claim_4bf480e26b5a299b,N,True,Y,MATCHED,4,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A01190_5,1,claim_8553de442b750f6e,claim_9075cfd6004047ac,Y,True,Y,MATCHED,21,0,0,UNDETERMINED,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,
A01359_1,1,claim_9fbee7dde0b5465f,claim_d0d843a4ef0e013b,N,True,Y,MATCHED,89,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A01438_11,1,claim_dfd74ad18e3b6387,claim_cbb98fe0e6215f38,N,True,N,,0,0,0,,,,HUMAN_REVIEW,"세 번째 분기의 성장률이 1~2% 범위로 제시되어 단일 수치 2%로 확정할 수 없고, 성장률 비교 기준(전년·전분기·전분기 등)이 명시되지 않았습니다.",
A01480_8,1,claim_ec3f120db14ef8f3,claim_1616eebaef5f61a5,Y,True,N,,0,0,0,,,,HUMAN_REVIEW,"두 위기 시점에 대한 복수의 사례와 ‘2개 분기 연속 0.1% 미만’ 및 이후 ‘1~2% 성장’이라는 별도의 수치 주장이 함께 있어 단일 수치 주장으로 확정하기 어렵고, 비교값도 범위로 제시됨",
A01496_11,1,claim_1a7a957778710217,claim_a1d5e6cb1fdf1d15,N,True,Y,MATCHED,20,0,0,UNDETERMINED,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,
A01496_11,2,claim_89a0c41df55aaf39,claim_62060329cf8c15da,N,True,Y,MATCHED,20,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A01584_4,1,claim_7e7c3ca7eabeece5,claim_27be6934024f48a0,N,True,N,,0,0,0,,,,HUMAN_REVIEW,4월의 정확한 상승률은 제시되지 않고 '2%대'라는 범위만 제시되어 정확한 단일 수치로 확정할 수 없음,
A01798_9,1,claim_68f111412bb9df44,claim_0eb186dd34d5df90,N,True,Y,MATCHED,26,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A01822_6,1,claim_c598b89c89778fed,claim_a9d6692d8fea8e61,N,True,Y,MATCHED,20,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A01822_6,2,claim_787afd300967bdcd,claim_451bc541ab706239,N,True,Y,MATCHED,20,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A01924_3,1,claim_158a2ebc43efac19,claim_fb93f602e4322096,N,True,Y,MATCHED,1,1,1,UNDETERMINED,HOLD,AS_OF_UNAVAILABLE,HOLD,AS_OF_UNAVAILABLE,
A02203_5,1,claim_4e7f395f77940f8f,claim_67e35ebf463b80f1,N,True,Y,MATCHED,3,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A02416_14,1,claim_e42477f5b7337259,claim_0581222d1aa03b70,N,False,N,,0,0,0,,,,HUMAN_REVIEW,MISSING_REQUIRED_SLOTS:value,
A02416_14,2,claim_e75b33b999a6ab2e,claim_a752924d395e3a38,N,True,N,,0,0,0,,,,HUMAN_REVIEW,"0.1~0.2%포인트 범위의 상단값을 중심 수치로 추출했으나, 단일 수치가 아닌 범위이며 추경의 성장률 상승 폭에 대한 전망성 표현임",
A02450_11,1,claim_62cd1da8054dc35c,claim_0f18c1b9c8850d31,N,True,N,,0,0,0,,,,HUMAN_REVIEW,"중심 수치가 0.1~0.15%포인트 범위의 상한값으로 제시되어 단일 확정값이 아니며, 약 1년 뒤의 시차가 상대적으로 표현됨",
A02633_6,1,claim_23417092da19f631,A02633_6,N,True,N,,0,0,0,,,,HUMAN_REVIEW,GROUPING_AMBIGUOUS,
A02656_3,1,claim_0bafd23fce09c84d,claim_7c281324399fd5b4,N,True,Y,MATCHED,1,1,1,UNDETERMINED,HOLD,AS_OF_UNAVAILABLE,HOLD,AS_OF_UNAVAILABLE,
A01455_7,1,claim_9db81e638a810385,claim_54a2dc00f397fee2,N,True,N,,0,0,0,,,,HUMAN_REVIEW,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,
A01947_22,1,claim_c7cdbd6b0386dfbf,claim_b5454d25402b3701,N,True,N,,0,0,0,,,,HUMAN_REVIEW,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,
A02099_6,1,claim_22d76b35abe5866e,claim_bf260dae05262f04,N,True,Y,MATCHED,87,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A00185_6,1,claim_efe06326549a5d8e,claim_d865b4fa1dcf8ada,N,True,Y,MATCHED,40,0,0,UNDETERMINED,HOLD,NO_HARD_GUARD_CANDIDATE,HOLD,NO_HARD_GUARD_CANDIDATE,
A00202_17,1,claim_3eb4ac7b277a7603,claim_05e35f37e130be46,N,False,N,,0,0,0,,,,HUMAN_REVIEW,"문장에 일용직과 임시직의 서로 독립적으로 검증 가능한 두 감소 수치가 함께 제시되어 있으며, 차이값 산출에 필요한 현재값과 기준값이 명시되지 않음",
A00202_17,2,claim_cc2447a34ad67b80,claim_ab9a0dc2b2b44212,N,False,N,,0,0,0,,,,HUMAN_REVIEW,감소 규모와 대상은 명확하지만 기준 시점과 지역이 본문에 stated되지 않음,
A00621_5,1,claim_67d855f110aaaca9,claim_7b292cef4a1d724a,N,False,N,,0,0,0,,,,HUMAN_REVIEW,MISSING_REQUIRED_SLOTS:time,
A00922_9,1,claim_f22875b11c312f80,claim_a53a99ef7f4c9e8e,N,False,N,,0,0,0,,,,HUMAN_REVIEW,MISSING_REQUIRED_SLOTS:time,
A01285_13,1,claim_c0c1977ae456166d,claim_bbcc1e4c668b3946,N,False,N,,0,0,0,,,,HUMAN_REVIEW,MISSING_REQUIRED_SLOTS:time,
A01285_13,2,claim_692f628c7ee1e26e,claim_0c23f0b7b1606147,N,False,N,,0,0,0,,,,HUMAN_REVIEW,MISSING_REQUIRED_SLOTS:time,
