실행순서,실행묶음,하위검증유형,비교기간유형,기간형태,필요공식값,계산규칙,좌표난이도,원문수치구성,공식조회경로,현재실행준비,완료판정기준,Claim번호,원문,현재결과상태,실패원인코드,대표분류,기본검증방법,기사작성일,지표,기사값,단위,기준시점,주기,공식자료경로,실패단계,실패원인_쉬운설명,추가처리조건,분류근거,분류방식,분류확신도,기사번호,문장번호,분야,지역,대상집단,차원,비교조건,계산방식,조건,출처힌트,현재판정,세부문제유형,남은작업,공식근거URL,실행일시,개선후상태,해결여부,공식좌표,공식값,공표근거,응답해시,남은원인,검토메모
2,D2 기준값·단순 좌표,기준값 판정(이상·이하·초과),월간,월간,공식값 1개,공식값과 기준값의 부등호 판정,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A02632_1,지난달 취업자가 31만명 이상 증가했다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-10-17,취업자 수,310000,명,2025-09,M,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=THRESHOLD | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A02632,1,,,,,,THRESHOLD,"{""direction"": ""INCREASE"", ""operator"": ""GTE""}",,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,
2,D2 기준값·단순 좌표,기준값 판정(이상·이하·초과),월간,월간,공식값 1개,공식값과 기준값의 부등호 판정,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A02633_4,17일 국가데이터처가 발표한 ‘9월 고용동향’에 따르면 지난달 15세 이상 취업자는 2915만4000명으로 전년 동월 대비 31만2000명 증가했다.,AUTO,WITHIN_TOLERANCE,직접값 확인,직접값 확인,2025-10-17,취업자 수,29154000,명,2025-09,M,KOSIS 정규 통계표,최종 판정,기사 수치와 공식 계산값이 허용 오차 안에서 일치함,공식값 1개 직접 비교,calculation=THRESHOLD | 세부문제유형=DONE | 최신결과사유=WITHIN_TOLERANCE,12개 슬롯 + 통합 원장 진단 규칙,확정,A02633,4,,,,,"{""claimed_operands"": ""[{'raw': '31만2000명', 'value': 312000.0, 'unit': '명'}]""}",THRESHOLD,"{""direction"": ""INCREASE"", ""operator"": ""GTE""}",,MATCH,DONE,대시보드 재현 실패,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=202509&endPrdDe=202509&objL1=0,,,,,,,,,
2,D2 기준값·단순 좌표,기준값 판정(이상·이하·초과),연간,연간,공식값 1개,공식값과 기준값의 부등호 판정,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A02647_11,특히 60세 이상 비정규직 근로자는 304만4000명으로 전년 동월 대비 23만3000명 증가했다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-10-22,비정규직 규모/비율,3044000,명,2025,Y,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=THRESHOLD | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A02647,11,,,,,"{""claimed_operands"": ""[{'raw': '23만3000명', 'value': 233000.0, 'unit': '명'}]""}",THRESHOLD,"{""direction"": ""INCREASE"", ""operator"": ""GTE""}",,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00041_3,지난해 말 상승한 국제 곡물 가격도 3~4개월 시차를 두고 국내 식품 물가에 반영될 가능성이 높다.,HOLD,LOW_SEMANTIC_SCORE,직접값 확인,직접값 확인,2025-01-04,물가상승률,4,개,2024,Y,KOSIS 세부 차원 통계표,공식값 좌표 확정,기사 지표와 공식 통계 개념의 의미 일치도가 부족함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=SEMANTIC_LOW_SCORE | 최신결과사유=LOW_SEMANTIC_SCORE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00041,3,,전국,,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,SEMANTIC_LOW_SCORE,LOW_SEMANTIC_SCORE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,복합 세부조건(지역·차원),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00067_3,한국수입자동차협회(KAIDA)는 6일 지난해 수입 승용차 신규 등록 대수를 집계한 결과 테슬라 모델 Y가 지난해 모두 1만8717대가 팔리며 수입 승용차 가운데 최고 인기 모델로 꼽혔다고 밝혔다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-01-06,수입액,18717,대,2024,Y,KOSIS 세부 차원 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00067,3,,전국,,"{""raw"": ""{\""품목\"": [\""자동차\""]}""}",,DIRECT_VALUE,,,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00070_7,"지난 2003년 이후 대중 수출이 대미 수출을 뛰어 넘은 상황을 유지하고 있지만, 격차는 2003년(8억9000만달러) 이후 21년 만에 가장 작았다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-01-06,수출액,890000000,달러,2003,Y,KOSIS 세부 차원 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00070,7,,,,"{""raw"": ""{\""교역상대국\"": [\""미국\""]}""}",,DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00070_8,7년 전인 2018년까지만 해도 대중 수출액과 대미 수출액 간 격차는 894억500만달러에 달했다.,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-01-06,수출액,89405000000,달러,2018,Y,KOSIS 세부 차원 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00070,8,,,,"{""raw"": ""{\""교역상대국\"": [\""미국\""]}""}",,DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,복합 세부조건(지역·차원),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00081_4,한국수입자동차협회(KAIDA)는 6일 “지난해 테슬라 모델 Y가 연간 1만8717대가 팔리며 수입 승용차 가운데 최고 인기 모델에 올랐다”고 밝혔다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-01-07,수입액,18717,대,2024,Y,KOSIS 세부 차원 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00081,4,,전국,,"{""raw"": ""{\""품목\"": [\""자동차\""]}""}",,DIRECT_VALUE,,,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,복합 세부조건(지역·차원),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00094_3,"7일 샤오미테크놀로지코리아와 서울중앙지법에 따르면, 샤오미는 지난해 9월 자본금 4억8000만원 규모로 국내 법인을 설립하면서 사업 목적에 휴대폰, 태블릿, 대형 가전, 청소 가전 등과 함께 자동차와 자동차 부품 수입과 도소매업을 기재했다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-01-08,수입액,480000000,원,2024-09,M,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00094,3,,서울,,"{""raw"": ""{\""품목\"": [\""자동차\""]}""}",,DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,복합 세부조건(지역·차원),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00185_3,"15일 한국수입자동차협회(KAIDA)에 따르면, 작년 수입 승용차 판매량은 26만3288대로 2023년 대비 2.9％ 줄었다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-01-15,수입액,263288,대,2023,Y,KOSIS 세부 차원 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00185,3,,전국,,"{""raw"": ""{\""품목\"": [\""자동차\""]}""}",,DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,복합 세부조건(대상집단·차원),수치 3개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00202_23,"지난달 실업률은 3.8%로 2022년 1월(4.1%) 이후 가장 높았고, 청년 실업률은 5.9%로 6%에 육박했다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-01-16,실업률,3.8,%,2022-01,M,KOSIS 세부 차원 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00202,23,,,청년,"{""raw"": ""{\""연령집단\"": \""청년\""}""}","{""claimed_operands"": ""[{'raw': '4.1%', 'value': 4.1, 'unit': '%'}, {'raw': '5.9%', 'value': 5.9, 'unit': '%'}, {'raw': '6%', 'value': 6.0, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00254_12,"한편, 앞서 올해 정부 예산안이 감액 처리된 점이 성장률을 0.06%p 낮출 것으로 분석했지만, 정부의 예산 조기 집행 등 경기 부양책이 이를 상쇄할 것으로 평가했다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-01-20,경제성장률,0.06,%p,2025,Y,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00254,12,,경기,,,,DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00288_19,"현대차·기아는 지난해 하이브리드차와 전기차 등 친환경차 수출이 70... 트럼프 '취임식 기금'에… 현대차, 100만달러 기부 현대차그룹이 도널드 트럼프 미 대통령 당선인의 취임식과 부대 행사를 지원하는 ‘취임식 기금’에 100만달러(약 14억7000만원)를 기부했다고 ... 이영관 기자 사람과 이야기가 지닌 힘을 믿습니다.",HOLD,OFFICIAL_AUTHOR_DOCUMENT_NOT_REGISTERED,직접값 확인,직접값 확인,2025-01-23,수출액,1000000,달러,2024,Y,KOSIS 세부 차원 통계표,공식문서조회,현재 원장에 기록된 실패 사유를 세부 확인해야 함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_CATALOG_SEARCH | 최신결과사유=OFFICIAL_AUTHOR_DOCUMENT_NOT_REGISTERED,12개 슬롯 + 통합 원장 진단 규칙,확정,A00288,19,,,,"{""raw"": ""{\""품목\"": [\""친환경차\""]}""}","{""claimed_operands"": ""[{'raw': '100만달러', 'value': 1000000.0, 'unit': '달러'}, {'raw': '14억7000만원', 'value': 1470000000.0, 'unit': '원'}]""}",DIRECT_VALUE,,,UNDETERMINED,OFFICIAL_CATALOG_SEARCH,OFFICIAL_AUTHOR_DOCUMENT_NOT_REGISTERED,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,분기,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),수치 4개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00308_1,-0.2%(2024년 2분기)→0.1%(3분기)→0.1%(4분기) 한국 경제성장률이 3개 분기 연속으로 0% 안팎을 기록했다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-01-24,경제성장률,0.2,%,2024-Q2,Q,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00308,1,,전국,,,"{""claimed_operands"": ""[{'raw': '0.1%', 'value': 0.1, 'unit': '%'}, {'raw': '0.1%', 'value': 0.1, 'unit': '%'}, {'raw': '3개', 'value': 3.0, 'unit': '개'}, {'raw': '0%', 'value': 0.0, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00308_33,"1990년대까지 두 자릿수 성장률을 보였던 한국의 경제성장률은 2000년대 들어선 5%대, 2010년대엔 3%대, 2020년대 이후엔 2%대로 떨어지면서 피크 코리아 주장이 강해지고 있다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-01-24,경제성장률,2,%,2000,Y,KOSIS 세부 차원 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00308,33,,전국,,,"{""claimed_operands"": ""[{'raw': '5%', 'value': 5.0, 'unit': '%'}, {'raw': '3%', 'value': 3.0, 'unit': '%'}]""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),수치 3개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00312_11,"실제로 지난해 ‘14대 대미 수출 품목’을 보면 반도체(107억달러), 자동차부품(82억달러), 석유화학·철강(각 43억달러) 등 중간재가 상당수를 차지한다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-01-24,수출액,14,대,2024,Y,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00312,11,,,,"{""raw"": ""{\""품목\"": [\""반도체\"", \""자동차\""], \""교역상대국\"": [\""미국\""]}""}","{""claimed_operands"": ""[{'raw': '107억달러', 'value': 10700000000.0, 'unit': '달러'}, {'raw': '82억달러', 'value': 8200000000.0, 'unit': '달러'}, {'raw': '43억달러', 'value': 4300000000.0, 'unit': '달러'}]""}",DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,복합 세부조건(지역·차원),수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00312_4,"하지만 23일 한국무역협회의 ‘대미 가공단계별 수출’ 분석 자료에 따르면, 지난해 대미 수출액 1277억8600만달러 가운데 절반이 넘는 653억9900만달러(51.2%)가 중간재인 것으로 나타났다.",HOLD,FETCH_FAILED,직접값 확인,직접값 확인,2025-01-24,수출액,127786000000,달러,2024,Y,KOSIS 세부 차원 통계표,공식값·공표정보 조회,확정된 공식 좌표의 값을 조회하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=VALUE_FETCH_FAILED | 최신결과사유=FETCH_FAILED,12개 슬롯 + 통합 원장 진단 규칙,확정,A00312,4,,전국,,"{""raw"": ""{\""교역상대국\"": [\""미국\""]}""}","{""claimed_operands"": ""[{'raw': '653억9900만달러', 'value': 65399000000.0, 'unit': '달러'}, {'raw': '51.2%', 'value': 51.2, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,VALUE_FETCH_FAILED,FETCH_FAILED,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00354_11,한국의 노년 부양비는 2024년 27.4명에서 2072년 104.2명으로 3.8배 증가한다.,HOLD,KOSIS_CATALOG_UNAVAILABLE,직접값 확인,직접값 확인,2025-01-28,노년부양비,27.4,명,2024,Y,KOSIS 세부 차원 통계표,KOSIS 통계표 검색,KOSIS 통계표 검색 요청을 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_CATALOG_SEARCH | 최신결과사유=KOSIS_CATALOG_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00354,11,,전국,,,"{""claimed_operands"": ""[{'raw': '104.2명', 'value': 104.2, 'unit': '명'}, {'raw': '3.8배', 'value': 3.8, 'unit': '배'}]""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",,,OFFICIAL_CATALOG_SEARCH,KOSIS_CATALOG_UNAVAILABLE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,복합 세부조건(지역·차원),수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00365_2,29일 농림축산식품부와 한국농수산식품유통공사(aT)에 따르면 지난해 떡류 수출액은 9140만달러(약 1313억원)로 1억달러에 근접했다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-01-29,수출액,91400000,달러,2024,Y,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00365,2,,전국,,"{""raw"": ""{\""품목\"": [\""농수산\""]}""}","{""claimed_operands"": ""[{'raw': '1313억원', 'value': 131300000000.0, 'unit': '원'}, {'raw': '1억달러', 'value': 100000000.0, 'unit': '달러'}]""}",DIRECT_VALUE,,농림축산식품부,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,복합 세부조건(지역·차원),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00368_12,그나마 당시 반도체 경기가 워낙 좋았던 덕분에 수출·투자가 견실하게 버텨주며 2017년 3월부터 증가폭(0.9%포인트)을 끌어올릴 수 있었다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-01-29,수출액,0.9,%p,2017-03,M,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00368,12,,경기,,"{""raw"": ""{\""품목\"": [\""반도체\""]}""}",,DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,복합 세부조건(대상집단·차원),수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00368_5,청년 고용률이 45% 아래로 떨어진 건 코로나가 한창 기승하던 2021년 5월(44.4%) 이후 43개월 만이다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-01-29,고용률,44.4,%,2021-05,M,KOSIS 세부 차원 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00368,5,,,청년,"{""raw"": ""{\""연령집단\"": \""청년\""}""}","{""claimed_operands"": ""[{'raw': '45%', 'value': 45.0, 'unit': '%'}, {'raw': '43개', 'value': 43.0, 'unit': '개'}]""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,
